NodeNumber,Equivalent Stress (Pa)
1036,3.9346e+005
1037,3.7717e+007
1038,4.1322e+007
1039,1415.5
1040,24.864
1041,5.6398e+006
1042,68488
1043,40.849
1044,5.4439e+006
1045,7563.1
1046,35499
1047,2.8996e+007
1048,7.5682e+007
1049,3.5196e+007
1050,2818.1
1051,2780.9
1052,1.1751e+005
1053,7.6715e+007
1054,5.7271e+007
1055,5.317e+007
1056,166.96
1057,3.5942e+007
1058,3288.3
1059,245.05
1060,1.0344e+007
1061,5.1353e+006
1062,41986
1063,803.69
1064,7.738e+005
1065,9.1354
1066,10.21
1067,9744.6
1068,4.3902e+007
1069,4.6919e+005
1070,7.3784e+007
1071,3.664e+007
1072,2.8364e+007
1073,3.3509e+007
1074,1.0055e+005
1075,4.739e+007
1076,2.7135e+007
1077,99.845
1078,1.1479e+007
1079,31.488
1080,27.266
1081,2.7844e+007
1082,1.1401e+005
1083,156.94
1084,5.4568e+007
1085,527.28
1086,2.9067e+007
1087,2.3666e+005
1088,1.2587e+007
1089,2.8914e+007
1090,3.0299e+007
1091,1.1369e+005
1092,8.2446e+007
1093,8.7912e+005
1094,1.8366e+007
1095,9.744e+007
1096,182.44
1097,2.713e+007
1098,4.2638e+007
1099,4.3885e+007
1100,2.6567e+007
1101,1.7548e+006
1102,33693
1103,1.0583e+008
1104,748.33
1105,3.9773e+007
1106,4.5117e+007
1107,9.3965e+007
1108,34679
1109,1.2459e+005
1110,1661.6
1111,2.9931e+007
1112,1.0745e+005
1113,8333.2
1114,1120.1
1115,326.44
1116,2.664
1117,817.87
1118,9.0157e+007
1119,703.51
1120,26619
1121,3.4296e+006
1122,1.3366e+007
1123,8.6501e+006
1124,3.8997e+007
1125,72.227
1126,2.6614e+005
1127,2.3642e+005
1128,8.7681e+005
1129,12.492
1130,13.492
1131,3.4233e+006
1132,4.9162
1133,9999.5
1134,9.7856e+007
1135,28972
1136,7.0076e+007
1137,5.6739e+007
1138,3.258e+006
1139,6.9822
1140,5.3912e+007
1141,5.5928e+007
1142,2.2245e+006
1143,11.972
1144,13.082
1145,4.2785e+007
1146,51.972
1147,1.4777e+006
1148,88535
1149,2106.
1150,45.355
